zip,median_sqft,state
73051,1588.5,OK
73054,1708,OK
73055,1648,OK
73056,1580,OK
73058,1749,OK
73059,1632,OK
73063,1934.5,OK
73064,1769,OK
73065,1714.5,OK
73067,1762.5,OK
73068,1443,OK
73069,1513,OK
73070,1483,OK
73071,1564.5,OK
73072,2055,OK
73078,1850.5,OK
73079,2209.5,OK
73080,1686,OK
73082,1720,OK
73084,1329,OK
73085,2715.5,OK
73089,1926,OK
73090,1430.5,OK
73092,1683,OK
73093,2201,OK
73095,1574,OK
73096,1787.5,OK
73099,1721,OK
73102,2761.5,OK
73103,1948,OK
73104,2380,OK
73105,1575.5,OK
73106,1622.5,OK
73107,1282.5,OK
73108,1006,OK
73109,1139,OK
73110,1201,OK
73111,1186,OK
73112,1408,OK
73114,1243.5,OK
73115,1174,OK
73116,1898,OK
73117,1241,OK
73118,1442,OK
73119,1042,OK
73120,1619,OK
73121,2064,OK
73122,1518.5,OK
73127,1546,OK
73128,1687,OK
73129,1004,OK
73130,1681,OK
73131,2433,OK
73132,1896,OK
73134,2163,OK
73135,1601.5,OK
73139,1493,OK
73141,1304,OK
73142,2120.5,OK
73149,1059,OK
73150,2325.5,OK
73151,3062.5,OK
73154,1318,OK
73155,2093.5,OK
73156,2768,OK
73159,1401,OK
73160,1512.5,OK
73162,2160,OK
73163,1368,OK
73165,2392,OK
73169,2200,OK
73170,1862.5,OK
73172,1569,OK
73173,2257,OK
73179,1681,OK
73189,1614,OK
73195,1101.5,OK
73401,1675,OK
73430,1603,OK
73434,1717.5,OK
73438,1504,OK
73441,1176,OK
73443,1428.5,OK
73448,1440.5,OK
73449,1800,OK
73453,1758,OK
73458,1963,OK
73459,1573,OK
73463,1480.5,OK
73481,1504,OK
73501,1407,OK
73505,1431,OK
73507,1605.5,OK
73521,1832,OK
73526,1765,OK
73529,1425,OK
73532,1883,OK
73533,1799,OK
73537,2340,OK
73538,1906,OK
73541,1646,OK
73557,2059,OK
73560,2190,OK
73572,1839.5,OK
73601,1757,OK
73620,1785,OK
73625,2015,OK
73627,2307,OK
73639,2252,OK
73644,1698,OK
73645,1586.5,OK
73662,1677,OK
73669,1494,OK
73701,1115.5,OK
73703,1728,OK
73762,1753,OK
73801,1543.5,OK
73942,1526.5,OK
74002,1537,OK
74003,1403.5,OK
74006,1949,OK
74008,2191,OK
74010,1518,OK
74011,1926.5,OK
74012,1903,OK
74013,1170,OK
74014,1841.5,OK
74015,1935.5,OK
74016,1575,OK
74017,1525,OK
74019,1764.5,OK
74020,1630,OK
74021,1681,OK
74022,1513.5,OK
74023,1452,OK
74026,1344,OK
74028,1762,OK
74029,1368.5,OK
74030,1478.5,OK
74032,1702,OK
74033,1541.5,OK
74035,1509,OK
74036,1674,OK
74037,2150,OK
74038,1672,OK
74039,1499,OK
74041,1568,OK
74044,1648,OK
74045,2279,OK
74047,1705,OK
74051,2041,OK
74052,1604,OK
74053,1783.5,OK
74054,1346,OK
74055,2002,OK
74056,1607,OK
74058,1720,OK
74059,1702,OK
74060,1452,OK
74061,2152,OK
74062,1364,OK
74063,1634,OK
74066,1495.5,OK
74070,1746,OK
74073,1899,OK
74074,1749,OK
74075,1595,OK
74079,1496,OK
74080,1976,OK
74081,1605,OK
74084,1577,OK
74085,1428,OK
74104,1442,OK
74105,1880,OK
74106,1268,OK
74107,1229,OK
74108,1220.5,OK
74110,1102.5,OK
74112,1336,OK
74114,1480,OK
74115,1049,OK
74116,1493.5,OK
74119,2266.5,OK
74120,2097,OK
74126,1035,OK
74127,1369.5,OK
74128,1279.5,OK
74129,1476,OK
74130,1256.5,OK
74131,2088,OK
74132,2077.5,OK
74133,2234,OK
74134,1926.5,OK
74135,1745.5,OK
74136,2581,OK
74137,3297,OK
74145,1689,OK
74146,1377.5,OK
74149,945,OK
74153,2241,OK
74158,888,OK
74169,1404,OK
74339,1252.5,OK
74343,1458,OK
74354,1726.5,OK
74363,1843,OK
74370,1711.5,OK
74401,1501,OK
74403,1498,OK
74421,1787.5,OK
74422,1767,OK
74423,1425,OK
74425,1457.5,OK
74427,1577,OK
74428,1690,OK
74429,1573,OK
74430,1397,OK
74431,1223,OK
74434,1727.5,OK
74435,1714,OK
74436,1662,OK
74437,1502.5,OK
74440,1248,OK
74441,1480,OK
74442,1808,OK
74444,1350,OK
74445,1679.5,OK
74446,1440,OK
74447,1548,OK
74450,1705,OK
74451,1665,OK
74452,1730,OK
74454,2086,OK
74455,1654.5,OK
74457,1470,OK
74464,1507,OK
74467,1554,OK
74469,1513,OK
74470,1604,OK
74471,1557,OK
74501,1556.5,OK
74546,1192,OK
74547,1535.5,OK
74553,1610,OK
74554,1300,OK
74561,1632,OK
74565,1564,OK
74601,1453,OK
74604,1930,OK
74631,1483,OK
74637,1264.5,OK
74641,1573,OK
74647,1733,OK
74650,1288,OK
74653,1273,OK
74701,1683,OK
74723,1734,OK
74726,1498,OK
74729,1676,OK
74730,1518.5,OK
74731,2012,OK
74733,1625,OK
74741,1748,OK
74801,1385,OK
74802,1412,OK
74804,1711,OK
74820,1645,OK
74824,1606,OK
74825,1605,OK
74826,1689.5,OK
74831,1674,OK
74832,1471,OK
74834,1716,OK
74843,1648.5,OK
74851,1619,OK
74852,1604,OK
74855,1689,OK
74857,1826,OK
74864,1631.5,OK
74865,1602,OK
74869,1887,OK
74871,1617,OK
74873,1363,OK
74875,1616,OK
74878,1579.5,OK
74881,1649,OK
74936,1444,OK
74948,1570,OK
74954,1342.5,OK
74955,1545,OK
74962,1573,OK
75001,2075,TX
75002,2240,TX
75006,1980,TX
75007,1951,TX
75009,2699.5,TX
75010,2292.5,TX
75013,3194.5,TX
75017,1512.5,TX
75019,2577.5,TX
75020,1492,TX
75021,1417.5,TX
75022,3129,TX
75023,2082,TX
75024,3095.5,TX
75025,2710,TX
75028,2430.5,TX
75032,2756.5,TX
75033,3139,TX
75034,3450,TX
75035,2733,TX
75036,2427.5,TX
75038,2938,TX
75039,3084,TX
75040,1629.5,TX
75041,1559,TX
75042,1531,TX
75043,1860,TX
75044,1890,TX
75048,2353,TX
75049,1586,TX
75050,1837,TX
75051,1497,TX
75052,2060,TX
75054,3057,TX
75056,2329,TX
75057,1599,TX
75058,2756,TX
75060,1505.5,TX
75061,1762.5,TX
75062,1638.5,TX
75063,2486,TX
75065,2034.5,TX
75067,1778.5,TX
75068,2196.5,TX
75069,2125,TX
75070,2382,TX
75071,2466,TX
75072,2555,TX
75074,2047,TX
75075,2273.5,TX
75076,1758,TX
75077,2300,TX
75078,3358,TX
75080,1786,TX
75081,2015,TX
75082,2848,TX
75083,1340,TX
75085,1416,TX
75086,1306.5,TX
75087,2493,TX
75088,2003.5,TX
75089,2209.5,TX
75090,1427.5,TX
75092,1916,TX
75093,3199,TX
75094,3087.5,TX
75098,2226.5,TX
75102,1824,TX
75104,1974,TX
75105,2279,TX
75106,1820.5,TX
75109,2106,TX
75110,1735.5,TX
75114,1808.5,TX
75115,2268.5,TX
75116,1711.5,TX
75119,1654,TX
75124,1752,TX
75125,1738,TX
75126,2073,TX
75132,1818.5,TX
75134,1822,TX
75135,1932.5,TX
75137,1897,TX
75141,1664,TX
75142,1710,TX
75143,1654.5,TX
75144,1835,TX
75146,1963.5,TX
75148,1788,TX
75149,1453.5,TX
75150,1587.5,TX
75152,1682,TX
75153,1564,TX
75154,2130.5,TX
75155,1584,TX
75156,1621.5,TX
75157,1250,TX
75158,1901.5,TX
75159,1642.5,TX
75160,1676.5,TX
75161,1841.5,TX
75163,1820.5,TX
75165,1963.5,TX
75166,2098.5,TX
75167,2273,TX
75172,1521,TX
75173,2101,TX
75180,1466,TX
75181,2102.5,TX
75182,3328,TX
75189,1990,TX
75201,2580.5,TX
75203,1433,TX
75204,1745,TX
75205,3803,TX
75206,2129,TX
75208,1837,TX
75209,2513,TX
75210,1173.5,TX
75211,1314,TX
75212,1477,TX
75214,2134.5,TX
75215,1232,TX
75216,1310,TX
75217,1357.5,TX
75218,1784.5,TX
75219,2372,TX
75220,1753,TX
75223,1666,TX
75224,1492,TX
75225,3975,TX
75226,1902.5,TX
75227,1580.5,TX
75228,1550.5,TX
75229,2337,TX
75230,3382,TX
75231,2336.5,TX
75232,1609.5,TX
75233,1830.5,TX
75234,1654,TX
75235,1396,TX
75236,1739.5,TX
75237,1720.5,TX
75238,2013,TX
75240,2729,TX
75241,1438,TX
75243,2491.5,TX
75244,2627.5,TX
75246,2282,TX
75248,2648,TX
75249,1883.5,TX
75252,2721,TX
75253,1613,TX
75254,3668.5,TX
75258,1233,0
75260,1859,TX
75287,2198.5,TX
75342,960,TX
75372,2615,TX
75401,1416,TX
75402,1760,TX
75407,1840,TX
75409,1886,TX
75411,1641.5,TX
75414,1821,TX
75416,1545.5,TX
75418,1564,TX
75420,1938.5,TX
75421,1914.5,TX
75422,2035,TX
75423,1602,TX
75424,2019.5,TX
75428,1799,TX
75431,1804,TX
75433,1638,TX
75435,1515,TX
75437,1788,TX
75438,1554,TX
75439,1590,TX
75442,1772.5,TX
75443,1293,TX
75446,1741,TX
75447,1625,TX
75449,1615,TX
75451,2383,TX
75452,1705,TX
75453,1648.5,TX
75454,2350.5,TX
75455,2099,TX
75459,1675.5,TX
75460,1871,TX
75462,2344.5,TX
75468,1863,TX
75471,1862,TX
75473,2182.5,TX
75474,1573.5,TX
75476,1681.5,TX
75477,1546.5,TX
75478,1894,TX
75479,1562,TX
75481,1656,TX
75482,1801,TX
75486,1800,TX
75488,1669,TX
75489,1665,TX
75490,1861,TX
75491,1665,TX
75492,1744,TX
75495,2064,TX
75496,1614,TX
75501,1721.5,TX
75503,2192,TX
75558,1456,TX
75559,1628,TX
75561,1868,TX
75567,1986,TX
75569,1409,TX
75570,1840,TX
75601,2047,TX
75602,2360,TX
75603,1657.5,TX
75604,1894,TX
75605,2443.5,TX
75640,2509,TX
75644,1666,TX
75645,2148.5,TX
75647,2088,TX
75650,2164,TX
75652,1970,TX
75654,2177,TX
75661,1964.5,TX
75662,2249,TX
75670,1809,TX
75672,2000,TX
75683,1678,TX
75684,1579,TX
75686,2055,TX
75701,1913,TX
75702,1409.5,TX
75703,2525,TX
75704,1586,TX
75705,2286,TX
75706,2022.5,TX
75707,2493,TX
75708,1670.5,TX
75709,2083,TX
75750,2136,TX
75751,1926,TX
75752,1830,TX
75755,1868,TX
75756,1793,TX
75757,2601,TX
75758,1790,TX
75762,1944.5,TX
75763,1664,TX
75766,2447,TX
75770,2316,TX
75771,1981,TX
75778,1660,TX
75785,1785,TX
75789,2082,TX
75791,2141.5,TX
75792,1762.5,TX
75801,1955,TX
75803,2069,TX
75839,1686.5,TX
75853,1813.5,TX
75861,1677.5,TX
75901,2022,TX
75904,2020,TX
75925,1559,TX
75941,1637.5,TX
75944,1851,TX
75946,1890,TX
75949,2434,TX
75961,2519,TX
75964,1829,TX
75965,2412,TX
75969,3002,TX
75980,1367,TX
76001,2004.5,TX
76002,2079,TX
76005,2634.5,TX
76006,2539,TX
76008,2717,TX
76009,1640.5,TX
76010,1368,TX
76011,1996,TX
76012,2096,TX
76013,1811,TX
76014,1527.5,TX
76015,1663,TX
76016,2030.5,TX
76017,1813,TX
76018,1631,TX
76020,1756,TX
76021,2010.5,TX
76022,1672,TX
76023,1863,TX
76028,1961.5,TX
76031,1564.5,TX
76033,1650,TX
76034,3600.5,TX
76035,2647,TX
76036,1926,TX
76039,1820.5,TX
76040,1921,TX
76041,2054,TX
76044,2277,TX
76048,1639,TX
76049,2104,TX
76050,1789,TX
76051,2210.5,TX
76052,2136,TX
76053,1646.5,TX
76054,2191,TX
76058,1823,TX
76059,1672,TX
76060,2519,TX
76063,2460.5,TX
76064,1961.5,TX
76065,2418,TX
76066,2172,TX
76067,1583.5,TX
76071,1802,TX
76073,2073,TX
76078,1808.5,TX
76082,1825,TX
76084,1774.5,TX
76085,2123,TX
76086,1553.5,TX
76087,2184,TX
76088,2211,TX
76092,4009,TX
76093,1568,TX
76102,1222,TX
76103,1610,TX
76104,1297,TX
76105,1201,TX
76106,1269,TX
76107,1655.5,TX
76108,1746,TX
76109,2271,TX
76110,1590,TX
76111,1362,TX
76112,1676,TX
76114,1368,TX
76115,1122.5,TX
76116,1809,TX
76117,1404,TX
76118,1771,TX
76119,1418,TX
76120,1820.5,TX
76123,2094.5,TX
76126,2148,TX
76131,2021,TX
76132,2574,TX
76133,1740,TX
76134,1651.5,TX
76135,1786,TX
76137,1913.5,TX
76140,1625.5,TX
76148,1393,TX
76150,894.5,TX
76155,1697,TX
76164,1319.5,TX
76177,2215,TX
76179,1938,TX
76180,1847,TX
76182,2173,TX
76185,2650.5,TX
76201,1595.5,TX
76205,2123,TX
76207,1782,TX
76208,2387,TX
76209,1514.5,TX
76210,2158,TX
76225,1797,TX
76226,2917.5,TX
76227,1999.5,TX
76228,1613,TX
76233,1515,TX
76234,2065.5,TX
76238,1904,TX
76240,1801,TX
76244,2271.5,TX
76245,1196,TX
76247,2052,TX
76248,2966.5,TX
76249,1780.5,TX
76250,1961,TX
76252,1861,TX
76258,1694,TX
76259,1829.5,TX
76262,2777,TX
76263,4145,TX
76264,1953,TX
76266,1751.5,TX
76268,1567.5,TX
76271,1620,TX
76272,2114,TX
76273,1626.5,TX
76301,1347,TX
76302,1391,TX
76305,2079,TX
76306,1385,TX
76308,2007,TX
76309,1622,TX
76310,1818,TX
76354,1790,TX
76365,1784.5,TX
76367,1375,TX
76384,1956,TX
76401,1672,TX
76426,1717,TX
76431,1625,TX
76432,1700,TX
76433,2077,TX
76443,1461,TX
76446,1690,TX
76449,2140,TX
76453,1854,TX
76462,2433.5,TX
76463,1930,TX
76472,2000.5,TX
76475,2247,TX
76476,1706,TX
76484,1809,TX
76487,2204,TX
76490,1353,TX
76501,1541,TX
76502,1766,TX
76504,1473,TX
76511,1646,TX
76513,1911,TX
76522,1695,TX
76523,1542,TX
76524,1625,TX
76527,1864.5,TX
76528,1632,TX
76530,1600.5,TX
76534,1826,TX
76537,1581,TX
76539,1914,TX
76541,1286,TX
76542,1948.5,TX
76543,1391,TX
76547,1399,TX
76548,2185,TX
76549,1766.5,TX
76550,1644,TX
76554,1505.5,TX
76557,1704,TX
76559,1960,TX
76561,1866,TX
76566,1930,TX
76569,1758,TX
76570,1752,TX
76571,2348,TX
76574,1620,TX
76578,1411,TX
76579,1669,TX
76623,1080,TX
76624,1564,TX
76626,1644,TX
76629,1487,TX
76630,1731,TX
76632,1527,TX
76633,2328,TX
76638,2087,TX
76639,1578,TX
76640,1816,TX
76641,1851.5,TX
76643,1744,TX
76651,1647.5,TX
76655,2129,TX
76656,1651,TX
76657,1762,TX
76661,1810.5,TX
76670,1545,TX
76679,1727,TX
76681,1960,TX
76682,1552,TX
76691,1766,TX
76704,1259,TX
76705,1445,TX
76706,1845,TX
76707,1392,TX
76708,1589,TX
76710,1770,TX
76711,1254,TX
76712,1991,TX
76801,1565,TX
76802,1697,TX
76803,1343,TX
76823,1468,TX
76827,2024,TX
76853,1794.5,TX
76857,1394,TX
76861,1855.5,TX
76890,1737,TX
76901,1479,TX
76903,1322,TX
76904,1922,TX
76905,1531,TX
76934,1553,TX
76941,1856,TX
76951,1508,TX
77002,2054,TX
77003,1894,TX
77004,2057.5,TX
77005,3339.5,TX
77006,2410,TX
77007,2240.5,TX
77008,2061,TX
77009,1657,TX
77011,1354,TX
77012,1232.5,TX
77013,1518,TX
77014,2135,TX
77015,1677.5,TX
77016,1340,TX
77017,1440.5,TX
77018,1786,TX
77019,3097,TX
77020,1570,TX
77021,1445.5,TX
77022,1315,TX
77023,1583,TX
77024,3974.5,TX
77025,2254.5,TX
77026,1173,TX
77027,3013.5,TX
77028,1291,TX
77029,1293,TX
77030,2590.5,TX
77031,1927.5,TX
77032,1480.5,TX
77033,1273.5,TX
77034,1615,TX
77035,1836.5,TX
77036,2003,TX
77037,1497,TX
77038,1842,TX
77039,1510,TX
77040,1972.5,TX
77041,2295,TX
77042,2509.5,TX
77043,2166,TX
77044,2480.5,TX
77045,1524,TX
77047,1817,TX
77048,1722,TX
77049,2069,TX
77050,1556,TX
77051,1468,TX
77053,1484.5,TX
77054,1873,TX
77055,2469,TX
77056,3782,TX
77057,3011,TX
77058,2077,TX
77059,2867,TX
77060,1506,TX
77061,1906,TX
77062,2081,TX
77063,2005,TX
77064,1937.5,TX
77065,1995,TX
77066,2178.5,TX
77067,1778,TX
77068,2697.5,TX
77069,2785.5,TX
77070,2259,TX
77071,2051.5,TX
77072,1745,TX
77073,1934.5,TX
77074,1560,TX
77075,1793,TX
77076,1324,TX
77077,2373,TX
77078,1367,TX
77079,2795,TX
77080,1967,TX
77081,2407,TX
77082,2041.5,TX
77083,1972.5,TX
77084,2001.5,TX
77085,1666,TX
77086,1673,TX
77087,1434,TX
77088,1784.5,TX
77089,1913.5,TX
77090,2428,TX
77091,1820.5,TX
77092,1593.5,TX
77093,1317.5,TX
77094,3049,TX
77095,2337,TX
77096,2228.5,TX
77098,2570,TX
77099,1782,TX
77227,3998,TX
77244,2067,TX
77254,2500,TX
77255,1478.5,TX
77263,1929,TX
77277,2304,TX
77280,2511.5,TX
77290,2853.5,TX
77301,1884.5,TX
77302,2161,TX
77303,1621,TX
77304,2231.5,TX
77306,1587,TX
77316,2637,TX
77318,1975.5,TX
77320,1618,TX
77327,1612,TX
77334,1600.5,TX
77336,1922,TX
77338,1860.5,TX
77339,2110.5,TX
77340,1891,TX
77345,2898,TX
77346,2359,TX
77354,2456,TX
77355,2049,TX
77356,2310,TX
77357,2101,TX
77358,1854,TX
77362,2342,TX
77365,2166,TX
77368,1612,TX
77372,1680,TX
77373,1880,TX
77375,2236,TX
77377,2546.5,TX
77378,1579,TX
77379,2685.5,TX
77380,2066,TX
77381,2611.5,TX
77382,2945.5,TX
77384,2497,TX
77385,2237,TX
77386,2343,TX
77388,2250.5,TX
77389,2764,TX
77391,2416,TX
77396,2082.5,TX
77401,3538,TX
77406,2594,TX
77407,2427,TX
77410,1955.5,TX
77414,1620,TX
77417,1550,TX
77418,1908,TX
77419,1723.5,TX
77420,1795.5,TX
77422,1566.5,TX
77423,2368.5,TX
77426,2316,TX
77429,2470,TX
77430,2000.5,TX
77433,2673,TX
77435,1912,TX
77437,1676,TX
77441,3235,TX
77444,1624,TX
77445,1792.5,TX
77447,1885,TX
77449,1949,TX
77450,2454,TX
77451,1271.5,TX
77455,1753,TX
77457,1368,TX
77459,2707,TX
77461,1864,TX
77464,1551,TX
77465,1373,TX
77469,2233,TX
77471,2067.5,TX
77474,1890,TX
77477,2029,TX
77478,2631,TX
77479,3101.5,TX
77480,1685,TX
77482,1490,TX
77484,2100.5,TX
77485,1852,TX
77486,1823,TX
77488,1667,TX
77489,1799.5,TX
77493,2214,TX
77494,2915,TX
77498,2119.5,TX
77502,1582,TX
77503,1399,TX
77504,1867,TX
77505,2108,TX
77506,1243,TX
77510,1638,TX
77511,1816,TX
77514,1707.5,TX
77515,1641,TX
77517,1801,TX
77518,1739,TX
77519,2208,TX
77520,1650,TX
77521,1965,TX
77523,2193,TX
77530,1569,TX
77531,1728,TX
77532,1941.5,TX
77533,1640,TX
77534,1651.5,TX
77535,1927,TX
77536,1837,TX
77538,1673,TX
77539,1939.5,TX
77541,1212,TX
77545,2163.5,TX
77546,2361,TX
77547,1292,TX
77550,1456,TX
77551,1520.5,TX
77554,1589,TX
77560,1779.5,TX
77561,1676,TX
77562,1651,TX
77563,1527,TX
77564,1593,TX
77565,2118,TX
77566,1894,TX
77568,1875,TX
77571,1706.5,TX
77573,2452,TX
77575,1730.5,TX
77577,1639,TX
77578,2573,TX
77581,2316,TX
77583,2190,TX
77584,2476.5,TX
77585,1699,TX
77586,2512,TX
77587,1343,TX
77588,2142.5,TX
77590,1496,TX
77591,1755.5,TX
77597,2001.5,TX
77598,1621,TX
77611,1777,TX
77613,1535,TX
77617,1431,TX
77619,1480.5,TX
77622,1935,TX
77623,1286,TX
77625,1889.5,TX
77627,1509,TX
77629,1910,TX
77630,1868,TX
77632,1889,TX
77640,1515,TX
77642,1694.5,TX
77650,1362,TX
77651,1694,TX
77655,1876.5,TX
77656,1663,TX
77657,2005.5,TX
77659,1970,TX
77662,1586,TX
77663,1869.5,TX
77665,1695,TX
77701,1665,TX
77702,1878,TX
77703,1343.5,TX
77705,1663,TX
77706,2023,TX
77707,1620,TX
77708,1584,TX
77713,2074,TX
77726,1446.5,TX
77801,1448,TX
77802,1813.5,TX
77803,1361.5,TX
77807,1672.5,TX
77808,2132,TX
77833,1737,TX
77835,1691,TX
77836,1779.5,TX
77837,2097,TX
77840,1892,TX
77845,1969,TX
77856,1879,TX
77859,1797,TX
77873,1998,TX
77879,1520,TX
77880,2093,TX
77901,1450.5,TX
77903,1480,TX
77904,1853,TX
77905,1631,TX
77951,1550,TX
77963,1920.5,TX
77968,2331,TX
77976,2091,TX
77977,1298,TX
77978,1159,TX
77979,1607,TX
77982,1525.5,TX
77983,1203,TX
78002,1734,TX
78003,1720.5,TX
78004,2052,TX
78005,1802,TX
78006,2484,TX
78009,2195.5,TX
78010,1893,TX
78011,1473,TX
78013,2202,TX
78015,2854,TX
78016,1620.5,TX
78017,1635,TX
78023,2551.5,TX
78024,2481,TX
78025,2022,TX
78026,1531,TX
78027,2012,TX
78028,2130.5,TX
78039,1597,TX
78040,1224,TX
78041,2047,TX
78043,1558,TX
78045,1792,TX
78046,1399,TX
78052,1934,TX
78055,1689.5,TX
78056,2571.5,TX
78057,1503,TX
78058,2041.5,TX
78059,1978,TX
78061,1600,TX
78063,1678,TX
78064,1843,TX
78065,1634.5,TX
78066,2200,TX
78067,1066,TX
78069,1621,TX
78070,2372.5,TX
78073,1720,TX
78076,1502.5,TX
78101,2175,TX
78102,1553.5,TX
78108,2279,TX
78109,1893,TX
78112,1612.5,TX
78113,1891,TX
78114,1960,TX
78121,2261,TX
78123,2054.5,TX
78124,2097,TX
78130,1839.5,TX
78132,2667.5,TX
78133,1712,TX
78147,1935,TX
78148,1862,TX
78152,1838.5,TX
78154,2029,TX
78155,1838,TX
78160,1671,TX
78161,1576,TX
78163,2470.5,TX
78201,1370,TX
78202,1244.5,TX
78203,1216,TX
78204,1137,TX
78205,1820.5,TX
78207,987.5,TX
78208,1272.5,TX
78209,2000.5,TX
78210,1297,TX
78211,1144,TX
78212,1620,TX
78213,1439,TX
78214,1183.5,TX
78215,2041,TX
78216,1934,TX
78217,1592.5,TX
78218,1520,TX
78219,1310,TX
78220,1223.5,TX
78221,1523.5,TX
78222,1665,TX
78223,1510,TX
78224,1522,TX
78225,1096,TX
78226,1215,TX
78227,1376,TX
78228,1447,TX
78229,1849.5,TX
78230,2216,TX
78231,2284,TX
78232,2192.5,TX
78233,1648,TX
78237,1106,TX
78238,1606.5,TX
78239,1765,TX
78240,1729.5,TX
78242,1308,TX
78244,1807,TX
78245,1935,TX
78247,1856,TX
78248,2693.5,TX
78249,1928.5,TX
78250,1618,TX
78251,1959.5,TX
78252,1652,TX
78253,2324.5,TX
78254,2001,TX
78255,3006,TX
78256,3090,TX
78257,3321,TX
78258,2838.5,TX
78259,2390.5,TX
78260,2704,TX
78261,2520,TX
78262,2290.5,0
78263,2188.5,TX
78264,1619.5,TX
78266,2937,TX
78269,1860,TX
78270,1717.5,TX
78278,2894,TX
78284,1567,TX
78285,1083.5,TX
78286,1337,0
78332,1657,TX
78344,2433.5,TX
78357,1620,TX
78358,1185,TX
78363,1572,TX
78364,1804,TX
78372,1678.5,TX
78375,1441,TX
78379,1726,TX
78382,1602,TX
78384,1566,TX
78389,1652,TX
78501,1747,TX
78503,1754,TX
78504,1917,TX
78516,1548,TX
78520,1576,TX
78521,1461,TX
78526,1595.5,TX
78537,1425,TX
78538,1478,TX
78539,1909,TX
78541,1715,TX
78542,1737.5,TX
78543,1406,TX
78548,1176,TX
78550,1711,TX
78552,1825,TX
78557,1492,TX
78559,1763,TX
78560,1472,TX
78562,1550,TX
78566,1902,TX
78569,1557,TX
78570,1546,TX
78572,1786,TX
78573,1739,TX
78574,1789.5,TX
78575,2397,TX
78576,1685,TX
78577,1519,TX
78578,1488,TX
78580,1926,TX
78582,1740,TX
78583,1939,TX
78584,1883,TX
78586,1666,TX
78589,1524,TX
78593,1572,TX
78595,1620,TX
78596,1734,TX
78597,1352,TX
78599,1649,TX
78602,1772,TX
78610,1998.5,TX
78612,2011.5,TX
78613,2233.5,TX
78615,1875,TX
78616,1835,TX
78617,1694.5,TX
78619,3155,TX
78620,2473,TX
78621,1667,TX
78623,1718.5,TX
78624,1899,TX
78626,1835.5,TX
78628,2398.5,TX
78633,1943,TX
78634,1853,TX
78638,1966,TX
78640,1796.5,TX
78641,2042,TX
78642,2347,TX
78644,1602.5,TX
78645,1958,TX
78648,1471,TX
78650,1899,TX
78652,2015.5,TX
78653,1726,TX
78655,1625,TX
78656,1492.5,TX
78659,1782,TX
78660,2067,TX
78661,1449,TX
78662,1850,TX
78664,1770,TX
78665,2248.5,TX
78666,1725,TX
78669,2498,TX
78671,1949,TX
78675,3029,TX
78676,1969.5,TX
78681,2324,TX
78701,3137,TX
78702,1264,TX
78703,2358,TX
78704,1642,TX
78705,1819,TX
78715,1713.5,TX
78717,2379.5,TX
78719,1664,TX
78720,1878.5,TX
78721,1234,TX
78722,1350,TX
78723,1526,TX
78724,1511,TX
78725,1473.5,TX
78726,2891,TX
78727,1816.5,TX
78728,1816,TX
78729,1935.5,TX
78730,3558.5,TX
78731,2507,TX
78732,3052.5,TX
78733,3174.5,TX
78734,2439,TX
78735,2501,TX
78736,2114,TX
78737,2930,TX
78738,3166,TX
78739,2828,TX
78741,1473,TX
78742,1471.5,TX
78744,1580.5,TX
78745,1460.5,TX
78746,3162,TX
78747,1934,TX
78748,1761,TX
78749,2029.5,TX
78750,2347,TX
78751,1322,TX
78752,1284,TX
78753,1593.5,TX
78754,1918,TX
78756,1596,TX
78757,1466,TX
78758,1574.5,TX
78759,2234,TX
78799,2213,TX
78801,1715,TX
78837,2070,TX
78838,1836,TX
78840,1702,TX
78850,1861.5,TX
78852,1514.5,TX
78861,1668,TX
78870,1867.5,TX
78881,1999,TX
78883,1700,TX
78884,1876,TX
78886,1603,TX
78931,2008,TX
78932,1847,TX
78944,1992,TX
78950,1961.5,TX
78953,1780,TX
78957,1593.5,TX
79007,1931,TX
79015,1884,TX
79019,1645,TX
79029,1650,TX
79036,1812,TX
79041,1762,TX
79042,1911,TX
79045,1676,TX
79057,1530,TX
79065,1553,TX
79068,1555,TX
79072,1723,TX
79083,1601,TX
79086,1433,TX
79092,1920,TX
79102,1534,TX
79103,1263,TX
79104,1080,TX
79106,1471,TX
79107,1160,TX
79108,1687,TX
79109,1740,TX
79110,1369,TX
79118,1679,TX
79119,2201,TX
79121,2230,TX
79124,2318,TX
79250,1957,TX
79311,1814,TX
79313,1912.5,TX
79322,1724.5,TX
79329,1792,TX
79331,1820,TX
79336,1812,TX
79343,1805,TX
79351,1800,TX
79357,1960,TX
79358,2156,TX
79363,1993,TX
79364,1723,TX
79366,2383,TX
79367,1728,TX
79372,1805,TX
79373,1897.5,TX
79381,2342,TX
79382,2256,TX
79383,2271,TX
79401,1592,TX
79403,1612,TX
79404,1154,TX
79405,1098,0
79407,1823.5,TX
79410,1514.5,TX
79411,1343,TX
79412,1564,TX
79413,1886.5,TX
79414,1480,TX
79415,1272,TX
79416,1676,TX
79423,1953,TX
79424,2126,TX
79453,1743,TX
79501,1584,TX
79504,1730.5,TX
79508,1813.5,TX
79510,1615,TX
79520,1639,TX
79525,1671,TX
79530,1366,TX
79536,1544,TX
79541,2054,TX
79545,1990.5,TX
79549,1859,TX
79553,1621,TX
79556,1659,TX
79562,2147,TX
79563,1560.5,TX
79601,1796.5,TX
79602,1689,TX
79603,1449.5,TX
79605,1499,TX
