zip,median_sqft,state
15713,1438,PA
15714,1717,PA
15717,1502,PA
15722,1940,PA
15724,1894,PA
15725,1478,PA
15728,1391,PA
15729,1751,PA
15731,1080,PA
15732,1542.5,PA
15739,1080,PA
15742,1578,PA
15745,1287,PA
15747,1458,PA
15748,1343.5,PA
15753,1533,PA
15754,1245,PA
15756,1440,PA
15757,1216,PA
15758,1571,PA
15759,1581.5,PA
15762,2420,PA
15763,1476,PA
15765,1846,PA
15771,1726.5,PA
15772,1952,PA
15773,1573,PA
15774,1542.5,PA
15777,1215,PA
15783,1301.5,PA
15801,2239,PA
15853,1711,PA
15857,1730,PA
15901,1414.5,PA
15902,1406,PA
15904,1645,PA
15905,1568,PA
15906,1296,PA
15909,1445.5,PA
15915,1708,PA
15920,1568,PA
15921,1740.5,PA
15923,1700,PA
15924,1343,PA
15926,1731,PA
15927,1465,PA
15928,1731,PA
15931,1856,PA
15935,1363,PA
15936,1502,PA
15938,1627,PA
15940,1564,PA
15942,1678,PA
15943,1407,PA
15944,1422,PA
15946,1444.5,PA
15948,1470,PA
15949,1242,PA
15951,1732,PA
15952,1545.5,PA
15954,1394,PA
15955,1224,PA
15956,1394,PA
15957,1449,PA
15958,1858.5,PA
15961,1630,PA
15962,1600,PA
15963,1645,PA
16001,1457,PA
16002,1564,PA
16020,1337,PA
16021,1406.5,PA
16023,1340,PA
16024,872,PA
16025,1325,PA
16027,1389,PA
16028,1080,PA
16029,1148.5,PA
16033,1701.5,PA
16034,1500,PA
16037,1876,PA
16038,1217,PA
16040,1190.5,PA
16041,1350,PA
16045,1275,PA
16046,2696,PA
16050,1272,PA
16051,1606,PA
16052,1449,PA
16053,1869.5,PA
16055,1876,PA
16056,1711.5,PA
16057,1495.5,PA
16059,2096,PA
16061,1398,PA
16063,1693.5,PA
16066,2213,PA
16101,1257,PA
16102,1463.5,PA
16105,1562.5,PA
16110,2115.5,PA
16111,1320,PA
16112,1322,PA
16115,1470,PA
16116,1529,PA
16117,1290.5,PA
16120,1768,PA
16121,1570,PA
16123,1876,PA
16124,1249,PA
16125,1340.5,PA
16127,1303,PA
16130,900,PA
16131,1860,PA
16132,1288,PA
16133,1737,PA
16134,1342,PA
16136,1173,PA
16137,1545,PA
16141,1508,PA
16142,2000,PA
16143,1483.5,PA
16145,1640,PA
16146,1692,PA
16148,1572,PA
16150,1371,PA
16153,1220.5,PA
16154,1515,PA
16156,1552,PA
16157,1435,PA
16159,1734,PA
16160,1230.5,PA
16201,1468,PA
16210,1328,PA
16212,1289,PA
16218,1621,PA
16222,1504,PA
16226,1317,PA
16228,1447,PA
16229,1556,PA
16238,1510,PA
16240,1429,PA
16242,1456.5,PA
16249,1474,PA
16256,2341,PA
16259,1388,PA
16261,1470,PA
16262,1502,PA
16301,1546,PA
16311,1310,PA
16313,1865,PA
16314,1544,PA
16316,1331,PA
16317,1358.5,PA
16319,1192,PA
16323,1605,PA
16327,1503.5,PA
16329,1402.5,PA
16335,1523,PA
16340,1341,PA
16341,1321,PA
16342,1602,PA
16343,1265,PA
16344,1425,PA
16346,1428,PA
16350,1966,PA
16351,975,PA
16354,1642,PA
16360,1700,PA
16362,1450,PA
16364,1386,PA
16365,1344,PA
16373,1473.5,PA
16374,1265,PA
16401,1354,PA
16402,1363,PA
16403,1483,PA
16404,1493,PA
16405,1739,PA
16406,1445.5,PA
16407,1537,PA
16410,1447.5,PA
16411,1879.5,PA
16412,1620,PA
16415,2135,PA
16417,1427,PA
16420,1103,PA
16421,1512,PA
16423,1478,PA
16424,1274,PA
16426,1637,PA
16428,1784,PA
16430,1214,PA
16432,1149.5,PA
16433,1755,PA
16434,1690.5,PA
16435,1671,PA
16436,1031,PA
16438,1406,PA
16440,1426,PA
16441,1816.5,PA
16442,1673,PA
16443,1546,PA
16502,1476.5,PA
16503,1438.5,PA
16504,1259.5,PA
16505,1567,PA
16506,1671,PA
16507,1309,PA
16508,1318.5,PA
16509,1588,PA
16510,1327,PA
16511,1418,PA
16541,1739,PA
16544,1394,PA
16601,1689,PA
16602,1603,PA
16613,1601,PA
16616,1270,PA
16617,1680,PA
16619,1738,PA
16620,1399,PA
16625,1727.5,PA
16627,1702,PA
16630,1723,PA
16635,1975,PA
16636,1735,PA
16637,1866.5,PA
16639,1624,PA
16640,1523.5,PA
16641,1531.5,PA
16645,2688.5,PA
16646,2126.5,PA
16648,2055,PA
16651,1459.5,PA
16656,1943,PA
16661,1435,PA
16662,1929,PA
16665,2044.5,PA
16666,1427,PA
16668,1864.5,PA
16671,1349.5,PA
16673,1650,PA
16677,1352.5,PA
16680,1647,PA
16681,1577,PA
16686,1663,PA
16692,1595,PA
16693,1629,PA
16701,1505,PA
16728,1193.5,PA
16735,1550,PA
16743,1589,PA
16749,1675.5,PA
16801,2185,PA
16803,2226,PA
16820,1775,PA
16821,1456,PA
16822,1516,PA
16823,1781.5,PA
16825,2227,PA
16826,1792,PA
16827,2314,PA
16828,1913,PA
16829,1422,PA
16830,1698.5,PA
16832,1444.5,PA
16833,1610,PA
16834,2499,PA
16836,1322,PA
16838,1301.5,PA
16839,1238,PA
16840,1270,PA
16841,1822,PA
16843,1728,PA
16844,1855,PA
16845,1776,PA
16847,1545,PA
16848,1451,PA
16851,2101,PA
16852,1695,PA
16853,1529,PA
16854,1733,PA
16858,1607,PA
16859,1245,PA
16860,1440,PA
16861,1529.5,PA
16863,1637,PA
16864,1320,PA
16865,1753,PA
16866,1564.5,PA
16868,1580.5,PA
16870,2555,PA
16872,1703,PA
16874,1313.5,PA
16875,1931,PA
16876,1620,PA
16878,1383,PA
16879,1415.5,PA
16881,1611.5,PA
16882,1851,PA
16925,2087.5,PA
16947,1926,PA
17002,1583,PA
17003,2005,PA
17004,2038,PA
17005,2116,PA
17006,1377,PA
17007,2306,PA
17008,2000,0
17009,1476,PA
17011,1743,PA
17013,1754.5,PA
17015,2121.5,PA
17017,1734,PA
17018,1730,PA
17019,2225,PA
17020,1697,PA
17022,1893.5,PA
17023,1763,PA
17024,1730,PA
17025,1775,PA
17026,1778.5,PA
17027,2093,PA
17028,1909.5,PA
17029,1666,PA
17030,1856,PA
17032,1776,PA
17033,2220.5,PA
17034,1496.5,PA
17036,2354.5,PA
17037,1478.5,PA
17038,1846,PA
17040,1616.5,PA
17041,1572,PA
17042,1955,PA
17043,1585,PA
17044,1715.5,PA
17045,1702.5,PA
17046,1663,PA
17047,1482,PA
17048,1650,PA
17050,2682,PA
17051,1566,PA
17053,1732,PA
17055,2033,PA
17057,1650.5,PA
17061,1782,PA
17062,1604,PA
17063,1539,PA
17064,1446,PA
17065,1619,PA
17067,1755,PA
17068,1859,PA
17069,1524.5,PA
17070,1690,PA
17072,1713,PA
17073,1632,PA
17074,1543,PA
17078,2094,PA
17080,1418,PA
17081,1625,PA
17084,1771,PA
17086,1625,PA
17087,1651,PA
17088,1666,PA
17090,1740,PA
17093,1465,PA
17097,1672.5,PA
17098,1686.5,PA
17099,1593,PA
17101,1692,PA
17102,1695.5,PA
17103,1695,PA
17104,1794.5,PA
17109,1628.5,PA
17110,2056,PA
17111,1896.5,PA
17112,2056,PA
17113,1669.5,PA
17129,1899,PA
17201,1627,PA
17202,2011,PA
17210,1542,PA
17214,1789.5,PA
17217,1484.5,PA
17219,1242,PA
17220,1830,PA
17221,1680,PA
17222,1793,PA
17224,1583,PA
17225,2042.5,PA
17235,1864,PA
17236,1816.5,PA
17237,1342,PA
17240,1700,PA
17241,1688,PA
17244,1739,PA
17246,1784,PA
17252,1773,PA
17257,1783,PA
17261,1115,PA
17262,1571,PA
17263,1798.5,PA
17265,1532,PA
17266,1557,PA
17268,1744,PA
17271,1760,PA
17272,1040.5,PA
17301,1867,PA
17302,1663,PA
17304,1792,PA
17306,1436,PA
17307,1785,PA
17309,1731.5,PA
17310,1733.5,PA
17313,1848,PA
17314,1736,PA
17315,1782,PA
17316,1842,PA
17317,1788.5,PA
17318,1590,PA
17319,1970,PA
17320,1941,PA
17321,2099,PA
17322,1800.5,PA
17324,1395,PA
17325,1979,PA
17327,2002.5,PA
17329,2298.5,PA
17331,1863.5,PA
17337,1988,PA
17339,2148,PA
17340,1861,PA
17343,2070,PA
17344,1588,PA
17345,1693,PA
17347,1995,PA
17349,2457,PA
17350,1730.5,PA
17352,2103,PA
17353,1675.5,PA
17354,1792.5,PA
17355,1544,PA
17356,1922,PA
17360,2217,PA
17361,2214,PA
17362,2028,PA
17363,2175,PA
17364,1805,PA
17365,1968,PA
17366,1765,PA
17368,1636,PA
17370,1783,PA
17371,1298,PA
17372,1953,PA
17401,1525,PA
17402,2080,PA
17403,1926,PA
17404,1899,PA
17406,1777,PA
17407,2125.5,PA
17408,1968,PA
17501,1866,PA
17502,1697,PA
17504,1272,PA
17505,2410,PA
17506,2012.5,PA
17507,1554,PA
17508,2006,PA
17509,1802,PA
17512,1715,PA
17516,1878,PA
17517,1970.5,PA
17518,1879.5,PA
17519,2065,PA
17520,1680,PA
17522,1924,PA
17527,2121,PA
17529,1883.5,PA
17532,1835,PA
17535,2621,PA
17536,2107,PA
17538,2085,PA
17540,2001.5,PA
17543,2280,PA
17545,1925,PA
17547,1881,PA
17550,1762,PA
17551,1916,PA
17552,1927,PA
17554,1831,PA
17555,1994,PA
17557,1921.5,PA
17560,1733,PA
17562,2000,PA
17563,1869.5,PA
17565,1965,PA
17566,1900.5,PA
17569,1966,PA
17572,1901.5,PA
17576,1775,PA
17578,1892,PA
17579,1974,PA
17580,1580.5,PA
17581,1665,PA
17582,1780,PA
17584,1819,PA
17601,2100.5,PA
17602,1913,PA
17603,1790,PA
17611,2496,PA
17701,1523.5,PA
17702,1562,PA
17721,1311,PA
17724,1956,PA
17728,1745,PA
17737,1685.5,PA
17738,1516,0
17740,1774,PA
17744,2089,PA
17745,1777.5,PA
17747,1873,PA
17749,1632,PA
17751,1726,PA
17752,1728,PA
17754,1896,PA
17756,1754,PA
17760,2272,PA
17764,1311,PA
17765,1709,PA
17771,2003,PA
17772,1756.5,PA
17774,1568,PA
17776,1686,PA
17777,1569.5,PA
17778,1699,PA
17779,1826,PA
17801,1655,PA
17810,1763.5,PA
17812,1512,PA
17813,1964,PA
17814,1576,PA
17815,1580.5,PA
17820,1502,PA
17821,1578,PA
17823,1610,PA
17824,1588.5,PA
17827,1948,PA
17830,1611,PA
17832,1118,PA
17834,1206,PA
17837,1871.5,PA
17841,1624,PA
17842,1608,PA
17843,1426,PA
17844,1708,PA
17845,1437,PA
17846,1852,PA
17847,1638.5,PA
17851,1205,PA
17853,1512,PA
17855,1749,PA
17856,1538.5,PA
17857,1397,PA
17859,1866,PA
17860,1406,PA
17862,1758,PA
17864,1407.5,PA
17866,1297.5,PA
17868,1716,PA
17870,1751.5,PA
17872,1290,PA
17876,1431.5,PA
17878,1850,PA
17881,1333,PA
17885,1087,PA
17886,1701,PA
17888,1430,PA
17889,2051,PA
17901,1660,PA
17921,1469,PA
17922,1680,PA
17923,1450,PA
17925,1710,PA
17929,1591,PA
17930,1670,PA
17931,1530.5,PA
17934,1071.5,PA
17935,1578,PA
17936,1867.5,PA
17938,1643.5,PA
17941,1606,PA
17943,1478.5,PA
17944,1632,PA
17948,1621,PA
17951,1504,PA
17952,1764,PA
17953,1622,PA
17954,1655,PA
17957,1636.5,PA
17959,1539,PA
17960,1604,PA
17961,1904,PA
17963,1561,PA
17964,2382.5,PA
17965,1620,PA
17967,1647.5,PA
17968,1619,PA
17970,1401,PA
17972,1623,PA
17974,1518,PA
17976,1487.5,PA
17978,1456,PA
17980,1597,PA
17981,1462,PA
17982,1993,PA
17983,1655.5,PA
17985,1543,PA
18011,1759.5,PA
18013,1606,PA
18014,1796,PA
18015,1505,PA
18017,1641,PA
18018,1447.5,PA
18020,1876,PA
18031,2362,PA
18032,1481.5,PA
18034,2285,PA
18035,1947,PA
18036,2154.5,PA
18037,1551,PA
18038,1672,PA
18040,2122.5,PA
18041,1890,PA
18042,1499.5,PA
18045,1808.5,PA
18049,1644,PA
18051,2322.5,PA
18052,1509.5,PA
18053,1901,PA
18054,2084,PA
18055,1482,PA
18056,1602,PA
18058,1761,PA
18059,2020.5,PA
18062,2266.5,PA
18063,1481.5,PA
18064,1981,PA
18065,1666,PA
18066,1999,PA
18067,1608,PA
18069,2353.5,PA
18070,1796,PA
18071,1583,PA
18072,1542.5,PA
18073,2056,PA
18074,2133,PA
18076,1723.5,PA
18077,1878,PA
18078,2275,PA
18079,1575,PA
18080,1707.5,PA
18081,2521,PA
18083,1796.5,PA
18085,1987.5,PA
18086,2020.5,PA
18087,1742,PA
18088,1635.5,PA
18091,1657,PA
18092,2264.5,PA
18101,1318,PA
18102,1683,PA
18103,1408,PA
18104,1674,PA
18106,2191,PA
18109,1321.5,PA
18201,1729,PA
18202,1890,PA
18210,1508,PA
18211,1846.5,PA
18214,1544,PA
18216,1650,PA
18218,1386,PA
18219,1983,PA
18221,1350,PA
18222,1955.5,PA
18224,1649,PA
18229,1655,PA
18231,1553,PA
18232,1406,PA
18234,1335,PA
18235,1700,PA
18237,1589,PA
18240,1607,PA
18249,2211,PA
18250,1461,PA
18252,1672,PA
18254,1615,PA
18255,1532,PA
18256,1401,PA
18301,2004.5,PA
18302,1970,PA
18321,1723,PA
18322,2041,PA
18323,2290,PA
18324,1687,PA
18325,1899,PA
18326,1928,PA
18327,1944,PA
18328,1351.5,PA
18330,1963,PA
18331,2001.5,PA
18332,1820,PA
18333,1973,PA
18334,1873,PA
18336,1782,PA
18337,1876,PA
18343,1873.5,PA
18344,1919,PA
18346,1553.5,PA
18347,1315,PA
18349,3367,PA
18350,1705.5,PA
18351,1544,PA
18353,2139,PA
18354,2253,PA
18355,1867,PA
18360,2160,PA
18370,2547,PA
18371,2145,PA
18372,2160,PA
18403,1697.5,PA
18407,1559,PA
18411,2237,PA
18414,2267,PA
18419,2022,PA
18424,1594,PA
18425,2089,PA
18426,1600,PA
18428,1719,PA
18433,1601,PA
18434,1530.5,PA
18435,1946,PA
18444,2290,PA
18447,1683,PA
18451,3379,PA
18452,1636.5,PA
18458,1361.5,PA
18464,1654.5,PA
18466,1550,PA
18471,2930.5,PA
18504,1579,PA
18505,1594,PA
18507,1989.5,PA
18508,1471,PA
18509,1934,PA
18510,1876,PA
18512,1572,PA
18517,1619,PA
18518,1541,PA
18519,1427.5,PA
18540,1904,PA
18601,1231,PA
18602,2836,PA
18603,1438,PA
18610,1829,PA
18612,2064,PA
18615,2142,PA
18617,1643,PA
18618,1492,PA
18621,1512.5,PA
18622,1964,PA
18623,1754,PA
18624,2025.5,PA
18625,1815,PA
18629,1659.5,PA
18631,1528,PA
18634,1529.5,PA
18635,1670.5,PA
18636,1617,PA
18640,1672,PA
18641,1494,PA
18642,1753.5,PA
18643,1646,PA
18644,1715,PA
18651,1553,PA
18655,1666.5,PA
18656,1945,PA
18657,2027,PA
18660,1655,PA
18661,1496,PA
18702,1587.5,PA
18704,1623.5,PA
18705,1547,PA
18706,1471,PA
18707,2111.5,PA
18708,1890,PA
18709,1495.5,PA
18840,1969,PA
18848,2134,PA
18853,1796,PA
18901,2399,PA
18902,2900,PA
18913,1692.5,PA
18914,2341,PA
18915,1871,PA
18917,2076,PA
18920,2167,PA
18923,3014,PA
18925,3645,PA
18927,2722,PA
18929,2846.5,PA
18930,2079.5,PA
18932,2205,PA
18933,2905,PA
18934,2491,PA
18935,2086,PA
18936,1533,PA
18938,2881,PA
18940,2906,PA
18942,2171,PA
18944,2124,PA
18947,2385,PA
18951,1887.5,PA
18954,2608,PA
18955,1687,PA
18960,1932.5,PA
18962,1916.5,PA
18964,1799,PA
18966,2166,PA
18969,1729.5,PA
18970,2332,PA
18972,1818,PA
18974,1794.5,PA
18976,2337,PA
18977,2925.5,PA
18980,2661,PA
19001,1559,PA
19002,2689.5,PA
19003,1731.5,PA
19004,2494,PA
19006,2565,PA
19007,1409,PA
19008,1887,PA
19009,3119,PA
19010,2955,PA
19012,1921,PA
19013,1445.5,PA
19014,1691.5,PA
19015,1442,PA
19017,3399.5,PA
19018,1522,PA
19020,1717.5,PA
19021,1307,PA
19022,1468,PA
19023,1408,PA
19025,2705,PA
19026,1748,PA
19027,2259,PA
19029,1387,PA
19030,1530,PA
19031,1926,PA
19032,1382,PA
19033,1464,PA
19034,2714.5,PA
19035,3976.5,PA
19036,1445,PA
19038,1672,PA
19040,1603,PA
19041,3693,PA
19043,1420,PA
19044,1903,PA
19046,2364,PA
19047,2094,PA
19050,1744,PA
19053,1722,PA
19054,1435,PA
19055,1448.5,PA
19056,1796.5,PA
19057,1447,PA
19060,2715,PA
19061,1537,PA
19063,2160,PA
19064,1797.5,PA
19066,2942,PA
19067,2253,PA
19070,1599,PA
19072,2811,PA
19073,2639.5,PA
19074,1515.5,PA
19075,1673,PA
19076,1469,PA
19078,1447,PA
19079,1486,PA
19081,1946,PA
19082,1766.5,PA
19083,1735,PA
19085,3862.5,PA
19086,2119,PA
19087,2689,PA
19090,1563,PA
19094,1386.5,PA
19095,2419,PA
19096,2415,PA
19103,2600,PA
19104,2176.5,PA
19106,2580.5,PA
19111,1410.5,PA
19114,1444,PA
19115,1592,PA
19116,1648,PA
19118,2639.5,PA
19119,2406,PA
19120,1503,PA
19121,1534.5,PA
19122,1630,PA
19123,1836.5,PA
19124,1624,PA
19125,1579.5,PA
19126,2296,PA
19127,1694,PA
19128,1605.5,PA
19129,2242.5,PA
19130,2037,PA
19131,2720,PA
19132,1368.5,PA
19133,1404.5,PA
19134,1250.5,PA
19135,1404,PA
19136,1467.5,PA
19137,1362,PA
19138,1668,PA
19139,1646,PA
19140,1778,PA
19141,1700,PA
19142,1415.5,PA
19143,2104,PA
19144,2098.5,PA
19145,1733,PA
19146,1858,PA
19147,1557.5,PA
19148,1402,PA
19149,1468,PA
19150,1518,PA
19151,2490,PA
19152,1318,PA
19153,1407.5,PA
19154,1502,PA
19301,1986,PA
19310,1701,PA
19311,3179,PA
19312,2847.5,PA
19317,2999,PA
19319,3574,PA
19320,2030,PA
19330,2255.5,PA
19333,2845,PA
19335,2422,PA
19341,2381.5,PA
19342,2956,PA
19343,2813,PA
19344,1918,PA
19348,2764,PA
19350,3097.5,PA
19351,1440,PA
19352,2684,PA
19355,2920,PA
19358,1534,PA
19362,1886.5,PA
19363,2142,PA
19365,1695.5,PA
19367,1449,PA
19372,2023,PA
19373,3160,PA
19374,1959,PA
19380,2383,PA
19382,2718,PA
19390,2356.5,PA
19401,1546.5,PA
19403,1964,PA
19405,1608,PA
19406,1816,PA
19421,2993,PA
19422,2804,PA
19425,3492.5,PA
19426,2531,PA
19428,1732.5,PA
19435,1476.5,PA
19436,6011,PA
19438,2403,PA
19440,1935,PA
19442,2923,PA
19444,2134,PA
19446,2081,PA
19453,1714,PA
19454,2336,PA
19457,1411,PA
19460,2025.5,PA
19462,1907,PA
19464,1585.5,PA
19465,2132.5,PA
19468,2184.5,PA
19473,2520,PA
19474,3030,PA
19475,2217,PA
19477,2983,PA
19486,2718.5,PA
19490,3031,PA
19492,1968,PA
19501,1728.5,PA
19503,1500,PA
19504,2086,PA
19505,1527,PA
19506,2140,PA
19507,1672,PA
19508,1781,PA
19510,2151,PA
19512,1692.5,PA
19518,2347.5,PA
19520,2166.5,PA
19522,1899,PA
19525,2558,PA
19526,1662,PA
19529,1990.5,PA
19530,1810.5,PA
19533,2154,PA
19534,1873,PA
19536,1734.5,PA
19539,1720,PA
19540,2063,PA
19541,2053,PA
19542,1388,0
19543,2457.5,PA
19547,1978,PA
19549,1460.5,PA
19550,1633,PA
19551,1694,PA
19554,1529,PA
19555,1455,PA
19559,1610,PA
19560,1406,PA
19562,1639,PA
19565,1977,PA
19567,1784,PA
19601,1633,PA
19602,2174,PA
19604,1830.5,PA
19605,1734,PA
19606,1796.5,PA
19607,1523.5,PA
19608,2266,PA
19609,1611,PA
19610,2317,PA
19611,1454,PA
19701,2315,DE
19702,2015,DE
19703,1618,DE
19706,1529,DE
19707,2778,DE
19709,2864,DE
19711,2137.5,DE
19713,1568,DE
19717,1893,DE
19718,1476,DE
19720,1485,DE
19730,1999,DE
19731,1421.5,DE
19733,2052,DE
19734,2554.5,DE
19801,1150,DE
19802,1884,DE
19803,2010.5,DE
19804,1475,DE
19805,1470,DE
19806,2384,DE
19807,3914,DE
19808,1852.5,DE
19809,1654.5,DE
19810,2101,DE
19899,1800,DE
19901,1726,DE
19904,1899.5,DE
19906,1484.5,DE
19934,1993,DE
19938,2008,DE
19943,1842,DE
19946,1876.5,DE
19952,1586,DE
19953,1491,DE
19954,1480,DE
19955,1408,DE
19962,2213.5,DE
19963,1737,DE
19964,1628,DE
19977,2161,DE
19979,1690,DE
19980,2037.5,DE
20001,1922,DC
20002,1599.5,DC
20003,1659,DC
20005,1952,DC
20007,3267,DC
20008,3211.5,DC
20009,1931,DC
20010,2183,DC
20011,2266,DC
20012,2248,DC
20015,2298.5,DC
20016,2573.5,DC
20017,1889,DC
20018,1807.5,DC
20019,1552,DC
20020,1800,DC
20024,1071,DC
20032,1632,DC
20037,2380,DC
20105,4005,VA
20106,2453.5,VA
20109,1946,VA
20110,2294,VA
20111,2121,VA
20112,3153,VA
20113,1417.5,VA
20115,2352.5,VA
20117,2552,VA
20119,2255,VA
20120,2870,VA
20121,3145,VA
20124,3549,VA
20129,3103,VA
20130,2034.5,VA
20132,3151,VA
20135,2134,VA
20136,3444,VA
20137,3111.5,VA
20141,2898.5,VA
20143,3276.5,VA
20144,2849,VA
20147,3467,VA
20148,4256,VA
20151,2570,VA
20152,3925,VA
20155,3388,VA
20156,4482,VA
20158,3068,VA
20164,1868,VA
20165,3141.5,VA
20166,3306,VA
20169,3838.5,VA
20170,2327,VA
20171,2873,VA
20175,3516,VA
20176,3834.5,VA
20180,2935,VA
20181,2750,VA
20184,2908,VA
20186,2551,VA
20187,2895,VA
20190,2797.5,VA
20191,2645.5,VA
20194,3182,VA
20197,4218,VA
20198,2312.5,VA
20601,2069,MD
20602,1827.5,MD
20603,2627,MD
20604,1531.5,MD
20606,1817,MD
20607,2813,MD
20608,1811.5,MD
20609,1772,MD
20611,2247.5,MD
20612,1451,MD
20613,2720,MD
20615,2075.5,MD
20616,1975,MD
20617,2857,MD
20618,1376,MD
20619,2314,MD
20620,2325,MD
20621,1700,MD
20622,2198,MD
20623,2157.5,MD
20624,2010,MD
20625,1536,MD
20626,1598.5,MD
20628,2271,MD
20629,2419,MD
20630,2883,MD
20632,2297,MD
20634,1946,MD
20635,2023,MD
20636,2767.5,MD
20637,2813,MD
20639,2963.5,MD
20640,1916,MD
20645,2519.5,MD
20646,2482.5,MD
20650,2789.5,MD
20653,2256,MD
20656,1300,MD
20657,1634.5,MD
20658,1624,MD
20659,1885.5,MD
20662,1873,MD
20664,1697,MD
20667,1949,MD
20674,1680,MD
20675,2340.5,MD
20676,2231,MD
20677,3198,MD
20678,2551.5,MD
20680,1691,MD
20684,2044,MD
20685,2119.5,MD
20687,1732,MD
20688,2358,MD
20689,2875,MD
20690,2247,MD
20692,2167,MD
20693,2440.5,MD
20695,2708.5,MD
20705,1873,MD
20706,1665,MD
20707,1929.5,MD
20708,2189.5,MD
20710,1267,MD
20711,2818.5,MD
20712,1501,MD
20714,1421,MD
20715,1951,MD
20716,1962,MD
20717,2156,MD
20720,2842,MD
20721,2979,MD
20722,1280.5,MD
20723,2679,MD
20724,1824,MD
20731,1470,MD
20732,2115,MD
20733,1582.5,MD
20735,1886,MD
20736,2673,MD
20737,1338,MD
20740,1424,MD
20741,1247,MD
20743,1316,MD
20744,1984.5,MD
20745,1376,MD
20746,1472,MD
20747,1375,MD
20748,1695,MD
20751,1821,MD
20754,2738.5,MD
20757,1464,MD
20758,2466,MD
20759,3968,MD
20763,1760,MD
20764,1447,MD
20765,2296,MD
20769,2667,MD
20770,2025,MD
20772,2138.5,MD
20774,2518,MD
20776,2761,MD
20777,3679.5,MD
20778,2332,MD
20779,2300,MD
20781,1339.5,MD
20782,1425,MD
20783,1512,MD
20784,1326,MD
20785,1461.5,MD
20794,1995,MD
20812,2278,MD
20814,2538,MD
20815,2706,MD
20816,2560,MD
20817,2945,MD
20818,2792.5,MD
20830,2332,MD
20832,2583,MD
20833,2807,MD
20837,2721,MD
20838,2239.5,MD
20839,2324,MD
20841,3556,MD
20842,2624,MD
20848,1350,MD
20850,2437,MD
20851,1389,MD
20852,2228,MD
20853,1879.5,MD
20854,3543,MD
20855,2553,MD
20860,4473,MD
20861,3749,MD
20862,3415,MD
20866,2493.5,MD
20868,2940,MD
20871,3449.5,MD
20872,2126,MD
20874,2611.5,MD
20876,2580,MD
20877,2027.5,MD
20878,2926,MD
20879,2070.5,MD
20880,2021,MD
20882,3273,MD
20884,1607,MD
20886,2584,MD
20889,3249,MD
20895,1880,MD
20896,2139.5,MD
20901,1679.5,MD
20902,1607,MD
20903,1832,MD
20904,2311,MD
20905,2530,MD
20906,1847,MD
20910,1808.5,MD
20912,1628.5,MD
20913,1809,MD
20918,1884,MD
20993,2166,MD
21001,1599,MD
21009,2092,MD
21012,2152,MD
21013,2601,MD
21014,2306,MD
21015,2600,MD
21017,1972,MD
21028,2318,MD
21029,3806,MD
21030,2507,MD
21032,2143,MD
21034,1745,MD
21035,3494,MD
21036,3639,MD
21037,1862,MD
21040,1606,MD
21042,2934,MD
21043,2945,MD
21044,2532,MD
21045,2018.5,MD
21046,2270.5,MD
21047,2514,MD
21048,2270,MD
21050,2579.5,MD
21051,2327,MD
21052,1507,MD
21053,2530,MD
21054,2800,MD
21056,3338,MD
21057,2706,MD
21060,1501,MD
21061,1482,MD
21062,1779,MD
21071,2073,MD
21074,2008,MD
21075,2161,MD
21076,2363,MD
21077,1811,MD
21078,2178,MD
21082,2626.5,MD
21084,2316,MD
21085,1853.5,MD
21087,2420,MD
21090,1653,MD
21093,2059,MD
21102,2015,MD
21104,2790,MD
21108,2538.5,MD
21111,2904.5,MD
21113,2372,MD
21114,2485,MD
21117,2563,MD
21120,2796.5,MD
21122,1702,MD
21128,2839.5,MD
21130,1056,MD
21131,3044,MD
21132,2212,MD
21133,1817.5,MD
21136,2050,MD
21140,2246,MD
21144,2229,MD
21146,2317,MD
21152,2958.5,MD
21153,3446.5,MD
21154,2334.5,MD
21155,2045.5,MD
21156,2259,MD
21157,1991,MD
21158,2211.5,MD
21160,1992,MD
21161,2401,MD
21162,2586.5,MD
21163,3259,MD
21201,1556,MD
21202,1650,MD
21204,2245,MD
21205,1359.5,MD
21206,1596,MD
21207,1624,MD
21208,1899,MD
21209,2276,MD
21210,2812.5,MD
21211,1610,MD
21212,2080,MD
21213,1853,MD
21214,1583.5,MD
21215,1817,MD
21216,2206,MD
21217,2740.5,MD
21218,2037.5,MD
21219,1577,MD
21220,1558,MD
21221,1511,MD
21222,1364,MD
21223,1390,MD
21224,1421,MD
21225,1486,MD
21226,1490.5,MD
21227,1525.5,MD
21228,1776,MD
21229,1717,MD
21230,1354,MD
21231,1759,MD
21234,1548.5,MD
21236,1834.5,MD
21237,1627,MD
21239,1705.5,MD
21244,1723,MD
21284,2041,MD
21286,2142,MD
21401,2288,MD
21403,1965,MD
21405,1990,MD
21409,2109,MD
21502,1459,MD
21529,1484,MD
21530,1554.5,MD
21532,1549,MD
21543,1383,MD
21545,1580,MD
21555,1630,MD
21557,1604,MD
21562,1468,MD
21601,2030,MD
21607,1693,MD
21612,2490,MD
21613,1724,MD
21617,2276.5,MD
21619,1967,MD
21622,1636,MD
21623,1990.5,MD
21624,1662,MD
21625,2176,MD
21626,1232,MD
21627,1144,MD
21628,1542,MD
21631,1717,MD
21634,1530,MD
21638,2032,MD
21643,1515,MD
21644,1455,MD
21647,2028.5,MD
21648,1811,MD
21649,1486.5,MD
21652,1587,MD
21653,2132,MD
21654,2521,MD
