Date/Time,File total (kW-hourly),Percent of Total Energy Usage
 01/08  03:00:00,93.59618862787991,6.771271279425205e-05
 01/08  04:00:00,93.46011737057422,6.761427124336663e-05
 01/08  05:00:00,94.58270364881339,6.842641288459725e-05
 01/08  06:00:00,102.5421171165791,7.418469734098997e-05
 01/08  07:00:00,133.6384545740859,9.668152544992954e-05
 01/08  08:00:00,171.43187865087572,0.00012402340023713376
 01/08  09:00:00,162.06038486748608,0.00011724353797660194
 01/08  10:00:00,139.03602490934472,0.00010058642943433481
 01/08  11:00:00,139.81558002772508,0.00010115040316672732
 01/08  12:00:00,135.91629115805796,9.832943971507086e-05
 01/08  13:00:00,130.34626208395073,9.429976944238296e-05
 01/08  14:00:00,125.37896292158469,9.070614766701687e-05
 01/08  15:00:00,124.18965012736534,8.984573233560117e-05
 01/08  16:00:00,132.50450336901707,9.586116178558425e-05
 01/08  17:00:00,165.58530267610263,0.0001197936604836962
 01/08  18:00:00,229.24941355799055,0.00016585183570048698
 01/08  19:00:00,263.3259247950597,0.0001905046880468532
 01/08  20:00:00,258.604838496114,0.0001870891904146968
 01/08  21:00:00,241.36300315123688,0.00017461548329190824
 01/08  22:00:00,222.76703007253357,0.00016116211726635192
 01/08  23:00:00,184.38573741652297,0.0001333949455001884
 01/08  24:00:00,146.06584230665837,0.0001056721921496613
 01/09  01:00:00,108.24064980719898,7.830733431035114e-05
 01/09  02:00:00,95.24659137995006,6.890670636582875e-05
 01/09  03:00:00,91.27898497852463,6.6036318194271e-05
 01/09  04:00:00,91.34054954983854,6.608085744524683e-05
 01/09  05:00:00,92.27512008290199,6.675697799052774e-05
 01/09  06:00:00,100.01254483681406,7.235466340709738e-05
 01/09  07:00:00,129.8523318832854,9.39424327355323e-05
 01/09  08:00:00,166.77179290028732,0.00012065203381023008
 01/09  09:00:00,155.59925776663766,0.00011256919759885083
 01/09  10:00:00,131.72915261808487,9.530022972753417e-05
 01/09  11:00:00,131.87571563217077,9.540626160152975e-05
 01/09  12:00:00,127.49714334126196,9.223855774168622e-05
 01/09  13:00:00,122.60077531882311,8.869625151641325e-05
 01/09  14:00:00,117.93109264601988,8.531794213972531e-05
 01/09  15:00:00,117.25915447706564,8.483182452193653e-05
 01/09  16:00:00,125.90757215585889,9.108857312456523e-05
 01/09  17:00:00,159.16716657375895,0.00011515042219650205
 01/09  18:00:00,222.8445904923912,0.0001612182288079757
 01/09  19:00:00,257.4999935447845,0.0001862898838406974
 01/09  20:00:00,252.81253077334395,0.00018289871134714397
 01/09  21:00:00,235.31272381975552,0.00017023837314775046
 01/09  22:00:00,216.43576108295792,0.00015658172350246964
 01/09  23:00:00,178.98384316620343,0.00012948691335401772
 01/09  24:00:00,142.26201986287776,0.00010292029444493656
 01/10  01:00:00,106.32888431956043,7.692425633151268e-05
 01/10  02:00:00,93.2414386892888,6.745606686606044e-05
 01/10  03:00:00,89.29403461427499,6.460029418628862e-05
 01/10  04:00:00,89.17609438650992,6.451496963529332e-05
 01/10  05:00:00,90.04379873014469,6.514271544281187e-05
 01/10  06:00:00,97.82396302371691,7.077132103055933e-05
 01/10  07:00:00,127.18712859985447,9.201427575483771e-05
 01/10  08:00:00,164.01177428423864,0.00011865528211985597
 01/10  09:00:00,153.91117308931177,0.00011134794281696437
 01/10  10:00:00,129.57011235193525,9.373825935677201e-05
 01/10  11:00:00,129.7176466197248,9.384499388996826e-05
 01/10  12:00:00,126.20057699538484,9.130054919791825e-05
 01/10  13:00:00,120.99301875531279,8.753311058061216e-05
 01/10  14:00:00,116.12474919434065,8.401113235244195e-05
 01/10  15:00:00,115.51609185476042,8.357079562261026e-05
 01/10  16:00:00,124.40242193621083,8.999966335132179e-05
 01/10  17:00:00,157.79916197657403,0.000114160731229932
 01/10  18:00:00,221.45116319191592,0.00016021014563728293
 01/10  19:00:00,256.62312183452394,0.00018565550584791028
 01/10  20:00:00,251.9951345149046,0.00018230736121955648
 01/10  21:00:00,234.68042262002177,0.00016978093112831894
 01/10  22:00:00,216.17632184503344,0.00015639403066088412
 01/10  23:00:00,179.14038972815564,0.0001296001678843976
 01/10  24:00:00,142.8012384859652,0.00010331039532718077
 01/11  01:00:00,107.31475752083226,7.763749209365123e-05
 01/11  02:00:00,94.5056610202383,6.837067594212025e-05
 01/11  03:00:00,90.67506992277507,6.559941229755038e-05
 01/11  04:00:00,90.9779391941672,6.581852485211728e-05
 01/11  05:00:00,92.10863304631717,6.663653196534764e-05
 01/11  06:00:00,100.29788199683392,7.256109225264331e-05
 01/11  07:00:00,130.7817638476848,9.461483575311019e-05
 01/11  08:00:00,166.78322714776812,0.00012066030598377727
 01/11  09:00:00,155.62958447285183,0.00011259113763271311
 01/11  10:00:00,131.17738270147078,9.490104853821521e-05
 01/11  11:00:00,131.44929301180113,9.509776365043412e-05
 01/11  12:00:00,127.47761041003731,9.222442652778281e-05
 01/11  13:00:00,122.19518659850957,8.840282597276886e-05
 01/11  14:00:00,117.34456089042045,8.489361229367235e-05
 01/11  15:00:00,116.59776176971161,8.435333608032561e-05
 01/11  16:00:00,125.3182736101419,9.066224162793932e-05
 01/11  17:00:00,158.86585685496297,0.00011493243790942743
 01/11  18:00:00,222.66777549270893,0.00016109031095718797
 01/11  19:00:00,257.6610238644085,0.00018640638217191916
 01/11  20:00:00,253.06172563599566,0.0001830789928352249
 01/11  21:00:00,235.75899717253407,0.0001705612322278842
 01/11  22:00:00,217.21463381842418,0.00015714520356093208
 01/11  23:00:00,180.04699158593155,0.00013025605432714994
 01/11  24:00:00,143.78314366372555,0.00010402076039938704
 01/12  01:00:00,108.13991406362204,7.823445644456476e-05
 01/12  02:00:00,95.2992825560266,6.894482610686486e-05
 01/12  03:00:00,91.42889815312961,6.614477376158539e-05
 01/12  04:00:00,91.71607519691196,6.635253368185358e-05
 01/12  05:00:00,92.85043864622409,6.717319558671977e-05
 01/12  06:00:00,100.7336960647244,7.287638450164812e-05
 01/12  07:00:00,130.4560674862386,9.437920880607261e-05
 01/12  08:00:00,167.2523540133998,0.00012099969857211098
 01/12  09:00:00,157.15392172496882,0.00011369392837737205
 01/12  10:00:00,132.5852856832308,9.591960422561732e-05
 01/12  11:00:00,132.64079451034166,9.595976241285555e-05
 01/12  12:00:00,127.95769432751446,9.257174605967651e-05
 01/12  13:00:00,123.17488035547717,8.911159117960452e-05
 01/12  14:00:00,118.43354376188942,8.568144335276393e-05
 01/12  15:00:00,117.44210015467561,8.496417764770542e-05
 01/12  16:00:00,126.2125185316834,9.130918837254235e-05
 01/12  17:00:00,159.83472862198502,0.00011563337388402846
 01/12  18:00:00,223.84948431114432,0.0001619452251476288
 01/12  19:00:00,258.4601686940789,0.0001869845281960871
 01/12  20:00:00,253.8382509614632,0.00018364077464612638
 01/12  21:00:00,236.56607591170953,0.00017114511808551686
 01/12  22:00:00,217.99290305957956,0.00015770824701788816
 01/12  23:00:00,180.8676903491783,0.00013084979367125152
 01/12  24:00:00,144.5449637588788,0.00010457190362498453
 01/13  01:00:00,109.24834919071507,7.903636035232232e-05
 01/13  02:00:00,96.5722752090398,6.986578012397107e-05
 01/13  03:00:00,92.8811360142805,6.719540377807045e-05
 01/13  04:00:00,93.05800496243093,6.732336065819456e-05
 01/13  05:00:00,94.09147094416258,6.807102769709342e-05
 01/13  06:00:00,101.89536672052859,7.371680196555486e-05
 01/13  07:00:00,131.6906926751205,9.527240565574012e-05
 01/13  08:00:00,167.96121188376034,0.00012151252596488551
 01/13  09:00:00,157.11268013188288,0.00011366409190444783
 01/13  10:00:00,132.24085503993987,9.567042385226448e-05
 01/13  11:00:00,132.41668775369376,9.579763106252373e-05
 01/13  12:00:00,128.16967113046533,9.272510192370985e-05
 01/13  13:00:00,123.01307227067697,8.899453016959455e-05
 01/13  14:00:00,118.1637849673425,8.548628476728453e-05
 01/13  15:00:00,117.36841665733566,8.491087088846448e-05
 01/13  16:00:00,126.20837130429798,9.130618803651416e-05
 01/13  17:00:00,159.60935889478486,0.00011547032883022721
 01/13  18:00:00,223.24254258124859,0.00016150612958570722
 01/13  19:00:00,258.1222045479268,0.00018674002604809756
 01/13  20:00:00,253.4905362251613,0.0001833892183763818
 01/13  21:00:00,236.03373205705276,0.0001707599907949017
 01/13  22:00:00,217.42896409615494,0.000157300262060128
 01/13  23:00:00,180.27840269028556,0.0001304234700507626
 01/13  24:00:00,143.71352319061722,0.00010397039305890775
 01/14  01:00:00,109.13851589009629,7.895690080542118e-05
 01/14  02:00:00,95.97434852982686,6.943320655345384e-05
 01/14  03:00:00,92.02342192124175,6.657488547606541e-05
 01/14  04:00:00,92.02609212323493,6.657681724939206e-05
 01/14  05:00:00,93.43792566963856,6.759821652688831e-05
 01/14  06:00:00,101.29146597346671,7.327990642053845e-05
 01/14  07:00:00,132.6533860013914,9.596887180106463e-05
 01/14  08:00:00,169.92163582703742,0.00012293080618945603
 01/14  09:00:00,160.62586808384398,0.00011620572837779999
 01/14  10:00:00,138.31882620467817,0.00010006756781595658
 01/14  11:00:00,139.2036241127507,0.00010070768006313867
 01/14  12:00:00,135.80999767595281,9.825254107067945e-05
 01/14  13:00:00,130.27264984597693,9.42465142361493e-05
 01/14  14:00:00,124.82605425146166,9.030614263977862e-05
 01/14  15:00:00,123.47867874150612,8.933137590761649e-05
 01/14  16:00:00,131.88408491829267,9.541231641076689e-05
 01/14  17:00:00,164.9273863135696,0.00011931768702417898
 01/14  18:00:00,227.9898502207252,0.0001649405972007922
 01/14  19:00:00,262.71806350754775,0.0001900649272255693
 01/14  20:00:00,257.9670863890584,0.00018662780490432443
 01/14  21:00:00,240.34968003164596,0.00017388238872501904
 01/14  22:00:00,221.40827413835737,0.0001601791172993965
 01/14  23:00:00,182.60409267188246,0.00013210600413768406
 01/14  24:00:00,143.79746546500448,0.0001040311215907017
 01/15  01:00:00,106.39506276456864,7.697213351653169e-05
 01/15  02:00:00,92.75083846028237,6.710113924677904e-05
 01/15  03:00:00,88.53337731406772,6.404999219152936e-05
 01/15  04:00:00,88.33926115706645,6.390955771678798e-05
 01/15  05:00:00,89.5554538645913,6.478941947947694e-05
 01/15  06:00:00,97.64746852508743,7.064363504814206e-05
 01/15  07:00:00,128.6294793869876,9.305775290951127e-05
 01/15  08:00:00,167.52512447227267,0.00012119703596384866
 01/15  09:00:00,158.76663651895458,0.00011486065637415365
 01/15  10:00:00,136.63620518980701,9.885026575278683e-05
 01/15  11:00:00,137.82395831894132,9.97095527353295e-05
 01/15  12:00:00,134.55336664797477,9.734342396737384e-05
 01/15  13:00:00,129.36719530080723,9.359145782344551e-05
 01/15  14:00:00,123.94358901073853,8.966771797450122e-05
 01/15  15:00:00,122.64405947155831,8.872756569112131e-05
 01/15  16:00:00,131.02519087492618,9.479094446676184e-05
 01/15  17:00:00,164.21870872396258,0.00011880499005657523
 01/15  18:00:00,227.64059295903024,0.0001646879249819855
 01/15  19:00:00,262.3515404356176,0.00018979976395486447
 01/15  20:00:00,257.55637486859297,0.0001863306732407998
 01/15  21:00:00,240.04242763819343,0.00017366010517503482
 01/15  22:00:00,221.1371204946894,0.00015998294960212198
 01/15  23:00:00,182.58154508866983,0.0001320896919560807
 01/15  24:00:00,143.83057905674295,0.00010405507781327704
 01/16  01:00:00,105.58712255776577,7.638762442508054e-05
 01/16  02:00:00,92.26087165669439,6.674666988283971e-05
 01/16  03:00:00,87.95299091728879,6.363010824143574e-05
 01/16  04:00:00,87.73247807158859,6.347057692710299e-05
 01/16  05:00:00,88.67590132033375,6.415310202157754e-05
 01/16  06:00:00,96.3405309533794,6.969812338008764e-05
 01/16  07:00:00,126.09434056514215,9.122369182803207e-05
 01/16  08:00:00,162.7110255402991,0.0001177142477956268
 01/16  09:00:00,152.86312076281047,0.00011058972320120759
 01/16  10:00:00,129.02001200905522,9.334028603038423e-05
 01/16  11:00:00,129.1397373685995,9.342690204545768e-05
 01/16  12:00:00,125.6348106568424,9.08912422148883e-05
 01/16  13:00:00,121.20460681255636,8.768618520427863e-05
 01/16  14:00:00,116.7889370997355,8.449164299650486e-05
 01/16  15:00:00,116.44107298751078,8.423997865987093e-05
 01/16  16:00:00,125.43311796524999,9.074532645166427e-05
 01/16  17:00:00,158.73710353329813,0.0001148392905620941
 01/16  18:00:00,222.16004591621615,0.0001607229910107862
 01/16  19:00:00,257.20894313145567,0.00018607932170846422
 01/16  20:00:00,252.70369961259976,0.00018281997680422542
 01/16  21:00:00,235.16650833471516,0.00017013259269568556
 01/16  22:00:00,216.465567257237,0.00015660328695444394
 01/16  23:00:00,179.06887937889948,0.00012954843330191103
 01/16  24:00:00,142.44484655213859,0.00010305256148788486
 01/17  01:00:00,106.3108947639261,7.691124168175159e-05
 01/17  02:00:00,92.99776807258456,6.727978192618014e-05
 01/17  03:00:00,89.01172607503672,6.439605641424849e-05
 01/17  04:00:00,88.87182176788849,6.429484182092492e-05
 01/17  05:00:00,89.75234418062621,6.49318609358769e-05
 01/17  06:00:00,97.45501440048017,7.050440298050507e-05
 01/17  07:00:00,127.07806869526046,9.193537572583649e-05
 01/17  08:00:00,164.6884409152094,0.00011914482057128315
 01/17  09:00:00,154.72911786966353,0.00011193968977595345
 01/17  10:00:00,131.03639991052387,9.479905370944847e-05
 01/17  11:00:00,131.1848843238594,9.490647563102463e-05
 01/17  12:00:00,127.057822259989,9.192072832323664e-05
 01/17  13:00:00,122.67642467984375,8.875098049128878e-05
 01/17  14:00:00,117.95072457555034,8.533214497453494e-05
 01/17  15:00:00,117.11183404385949,8.472524468862651e-05
 01/17  16:00:00,125.8218760678186,9.102657578597557e-05
 01/17  17:00:00,159.09520248421373,0.00011509835935293638
 01/17  18:00:00,222.4727011915192,0.00016094918330740178
 01/17  19:00:00,257.4884875602806,0.00018628155976857917
 01/17  20:00:00,252.8597752096835,0.000182932890612303
 01/17  21:00:00,235.45984123775494,0.0001703448061085159
 01/17  22:00:00,216.61850564246177,0.00015671393112816253
 01/17  23:00:00,179.15252056881278,0.0001296089440123726
 01/17  24:00:00,142.4241235400953,0.00010303756930301827
 01/18  01:00:00,106.4774225859411,7.703171721339088e-05
 01/18  02:00:00,93.5389591166271,6.767130976795763e-05
 01/18  03:00:00,89.71527361761751,6.490504201917818e-05
 01/18  04:00:00,89.7918859184738,6.496046763853768e-05
 01/18  05:00:00,90.78474815225431,6.567875965732415e-05
 01/18  06:00:00,98.5340770110332,7.12850571685286e-05
 01/18  07:00:00,127.26688948073075,9.207197923291911e-05
 01/18  08:00:00,165.11598524173303,0.00011945413002728894
 01/18  09:00:00,155.2724938929268,0.00011233279835379087
 01/18  10:00:00,131.26693680325047,9.496583697952092e-05
 01/18  11:00:00,131.72909885031248,9.53001908289232e-05
 01/18  12:00:00,127.46628043111167,9.22162297879347e-05
 01/18  13:00:00,122.60964493520167,8.870266829251538e-05
 01/18  14:00:00,117.87761369988078,8.527925248180716e-05
 01/18  15:00:00,117.02299660522071,8.466097472148243e-05
 01/18  16:00:00,125.56002256367213,9.083713632930142e-05
 01/18  17:00:00,158.80711339419076,0.00011488993960745466
 01/18  18:00:00,221.90960623942894,0.00016054180895460227
 01/18  19:00:00,256.9121195700246,0.00018586458295830359
 01/18  20:00:00,252.36468037136848,0.00018257471134149929
 01/18  21:00:00,234.79600636649042,0.0001698645508690696
 01/18  22:00:00,215.7977290800788,0.00015612013549981858
 01/18  23:00:00,178.28873443407016,0.0001289840328561072
 01/18  24:00:00,141.5978231813021,0.00010243977745169403
 01/19  01:00:00,105.66825271715757,7.644631851575223e-05
 01/19  02:00:00,92.37315765509584,6.682790384836797e-05
 01/19  03:00:00,88.08044810899875,6.372231789593493e-05
 01/19  04:00:00,87.8100021877407,6.352666220459764e-05
 01/19  05:00:00,88.60085410958852,6.409880867585804e-05
 01/19  06:00:00,96.32428838230838,6.968637259657715e-05
 01/19  07:00:00,126.28748822215482,9.136342563576413e-05
 01/19  08:00:00,163.64757834351184,0.00011839180242589842
 01/19  09:00:00,153.9971041161697,0.00011141011012342255
 01/19  10:00:00,130.56447969855546,9.445764025828898e-05
 01/19  11:00:00,130.71481546232874,9.456640155022104e-05
 01/19  12:00:00,126.41395743918207,9.145492053417208e-05
 01/19  13:00:00,121.61589740639046,8.798373580183544e-05
 01/19  14:00:00,116.95833767580851,8.461419683895264e-05
 01/19  15:00:00,116.42643843872777,8.422939120953621e-05
 01/19  16:00:00,125.29627788906699,9.064632869424317e-05
 01/19  17:00:00,158.58495077802658,0.00011472921475698287
 01/19  18:00:00,221.94074489314434,0.0001605643363966567
 01/19  19:00:00,256.89723144499885,0.00018585381205674562
 01/19  20:00:00,252.18688589383783,0.00018244608488170505
 01/19  21:00:00,234.56147197140515,0.00016969487558241963
 01/19  22:00:00,215.6870532328,0.000156040066407584
 01/19  23:00:00,178.10359785302137,0.000128850094708368
 01/19  24:00:00,141.40019079478543,0.00010229679914004236
 01/20  01:00:00,105.62541228715513,7.641532535486327e-05
 01/20  02:00:00,92.57842426703179,6.6976405185271e-05
 01/20  03:00:00,88.38612922298204,6.39434646945516e-05
 01/20  04:00:00,88.27995456516535,6.38666520142901e-05
 01/20  05:00:00,89.1963671905972,6.452963611456797e-05
 01/20  06:00:00,96.98212124011731,7.01622856441109e-05
 01/20  07:00:00,126.4744170249172,9.149866037683618e-05
 01/20  08:00:00,163.69962511337965,0.0001184294559674752
 01/20  09:00:00,154.0606758404921,0.00011145610146103986
 01/20  10:00:00,130.435761313642,9.436451818615377e-05
 01/20  11:00:00,131.15994474191734,9.488843294388099e-05
 01/20  12:00:00,127.72953334426708,9.240668165528172e-05
 01/20  13:00:00,123.03785038087793,8.901245603905802e-05
 01/20  14:00:00,118.2875778846314,8.557584348091628e-05
